,Company Name,Sector,Stage,Amount($),Location,Funding Year,Founders,Investor,label
570,Credgenics,FinTech,Pre-series A,1600000.0,New Delhi,2018.0,"AArnav Kumard Agrawal, Mayank Khera, Rishabh Goel","Accel India, Breadlake Ventures",non-technology
571,GeoIQ,AI startup,Seed,1600000.0,Bangalore,2018.0,"Devashish Fuloria, Tusheet Shrivastava, Ankita Thakur","Ankur Mittal, Mitesh Shah",technology
572,Country Delight,Dairy startup,Series C,1600000.0,Haryana,2015.0,"Chakradhar Gade, Nitin Kaushal","IIFL Asset Management, Matrix Partners",technology
573,Quintype,Content management,Series A,1600000.0,Bangalore,2014.0,Chirdeep Shetty,IIFL AMC,non-technology
574,CARS24,Retail,Series E,1600000.0,Haryana,2015.0,"Mehul Agrawal, Ruchit Agarwal, Vikram Chopra","Global Car Group, Freemark holdings",technology
575,Astrogate Labs,Spacetech,Bridge Round,1600000.0,Bangalore,2017.0,Arnav Kumar,"Venture Catalysts, Speciale Invest",technology
576,Power Gummies,HealthTech,Bridge,1600000.0,New Delhi,2018.0,Divij Bajaj,Venture Catalysts,non-technology
577,Cityflo,Transportation,Series A,1600000.0,Mumbai,2015.0,"Advaith Vishwanath, Ankit Agrawal, Jerin Venad, Rushabh Shah, Sankalp Kelshikar, Subhash Sundaravadivelu","Anupam Mittal, India Quotient",non-technology
578,AlgoBulls,Trading platform,Bridge Round,1600000.0,Mumbai,2019.0,"Pushpak Dagade, Jimmit Patel and Suraj Bathija",Venture Catalysts,non-technology
579,Credgenics,FinTech,Pre-series A,1600000.0,Gurugram,2018.0,"AArnav Kumard Agrawal, Mayank Khera, Rishabh Goel","Accel India, Breadlake Ventures",non-technology
580,Inntot,Tech company,Bridge Round,1600000.0,Kerala,2014.0,Rajith Nair,Unicorn India Ventures,non-technology
581,Ensuredit,FinTech,Pre-series A,1600000.0,Gurugram,2019.0,"Amit, Rohit Sadhu, and Vikas Ranga",Venture Catalysts,non-technology
582,Shipsy,AI Company,Series A,1600000.0,Gurugram,2015.0,"Dhruv Agrawal, Himanshu Gupta, Soham Chokshi","DTDC, Udaan Angel Partners",technology
583,ERPNext,Tech company,Bridge Round,1600000.0,Mumbai,2008.0,Rushabh Mehta,Rainmatter,non-technology
584,LightSpeedAI,Photonics startup,Bridge Round,1600000.0,Bangalore,2019.0,"Rohin Y, PV Ramana","YourNest, growX ventures",technology
585,Grip Invest,FinTech,Pre-series A,1600000.0,Gurugram,2020.0,"Nikhil Aggarwal, Vivek Gulati",Gemba Capital,non-technology
586,Unacademy,EdTech,Bridge Round,1600000.0,Bangalore,2015.0,"Gaurav Munjal, Hemesh Singh, Roman Saini, Sachin Gupta","Dragoneer Investment Group, Tiger Global Management",non-technology
587,Yellow Classes,EdTech,Pre-series A,1600000.0,Gurugram,2020.0,"Arpit Mittal, Anshul Gupta",India Quotient,non-technology
588,Plum,HealthTech,Bridge Round,1600000.0,Bangalore,2019.0,"Abhishek Poddar, Saurabh Arora","Surge, Tanglin Venture Partners",non-technology
589,STAGE,Entertainment,Bridge Round,1600000.0,Indore,2019.0,"Shashank Vaishnav, Vinay Singhal, Parveen Singhal",Venture Catalysts,technology
590,Nykaa,Cosmetics,Bridge Round,1600000.0,Mumbai,2012.0,Falguni Nayar,"Alia Bhatt, Katrina Kaif",non-technology
591,Kaagaz Scanner,Scanning app,Bridge Round,1600000.0,Bangalore,2020.0,"Snehanshu Gandhi, Gaurav Shrishrimal",Pravega Ventures,non-technology
592,NIRA,FinTech,Bridge Round,1600000.0,Bangalore,2017.0,"Rohit Sen, Nupur Gupta","Techstars Bangalore Accelerator, Techstars",non-technology
593,Prolixr,Skincare startup,Seed,1600000.0,Gurugram,2018.0,"Aditya Sharma, Jayesh Hans","Alfa Ventures, Divij Bajaj",technology
594,Byju's,EdTech,Bridge Round,1600000.0,Bangalore,2011.0,"Byju Raveendran, Divya Gokulnath","Owl Ventures, Tiger Global Management",non-technology
595,DaMENSCH,E-commerce,Bridge Round,1600000.0,Bangalore,2018.0,"Anurag Saboo, Gaurav Pushkar","Whiteboard Capital, Matrix Partners India",non-technology
596,Country Delight,Food and Beverages,Series C,1600000.0,Haryana,2015.0,"Chakradhar Gade, Nitin Kaushal","Orios Venture Partners, Matrix Partners India",technology
597,SignalX,AI startup,Seed,1600000.0,Hyderabad,2018.0,"Govind Balachandran, Zakir Wahab, Piyush Arora","9Unicorns, 3Lines VC, Hyderabad Angels",technology
598,Lancify,EdTech,Bridge Round,1600000.0,Bangalore,2018.0,"Gowtham Sundaresan, Azan Barodawala","Techstars, Techstars Bangalore Accelerator",non-technology
599,Krimanshi,Biotechnology company,Seed,1600000.0,Jodhpur,2015.0,Nikhil Bohra,"Rajasthan Venture Capital Fund, AIM Smart City",technology
600,Instoried,AI startup,Pre-series A,1600000.0,Bangalore,2018.0,"Sharmin Ali, Sutanshu Raj","Venture Catalysts, SOSV",technology
602,Instamojo,FinTech,Bridge Round,1600000.0,Bangalore,2012.0,"Aditya Sengupta, Akash Gehani, Harshad Sharma, Sampad Swain","BASE, Gunosy Capital",non-technology
603,Turtlemint,HealthTech,Bridge Round,1600000.0,Mumbai,2015.0,"AArnav Kumard Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah","Nexus Venture Partners, Dream Incubator",non-technology
604,Arata,E-commerce,Pre-series A,1600000.0,New Delhi,2017.0,"Dhruv Madhok, Dhruv Bhasin",DSG Consumer Partners,non-technology
605,MPL,Gaming startup,Bridge Round,1600000.0,Bangalore,2018.0,"Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",technology
606,True Balance,FinTech,Bridge Round,1600000.0,Gurugram,2014.0,"Cheolwon Lee, Jay Yi, Martin Lee","IBK Capital, SB Partners",non-technology
607,Thrive,FoodTech,Pre-series A,1600000.0,Mumbai,2020.0,"Dhruv Dewan, Krishi Fagwani","Whiteboard Capital, Ahimsa Capital",non-technology
608,Kitchens Centre,Proptech,Pre-series A,1600000.0,New Delhi,2019.0,Lakshay Jain,"Jonathan Swanson, Ankush Gera",technology
609,Prescribe,HealthTech,Bridge Round,1600000.0,Chennai,2019.0,Nived NarayaArnav Kumar,Titan Capital,non-technology
610,Nepra,CleanTech,Series C,1600000.0,Ahmedabad,2006.0,Sandeep Patel,"Asha Impact, Aavishkaar Venture Capital",non-technology
611,inFeedo,SaaS startup,Bridge Round,1600000.0,Gurugram,2013.0,Tanmaya Jain,"Peyush Bansal, Ritesh Malik",technology
612,Shilpa Sciences,HealthTech,Pre-series A,1600000.0,Bangalore,2014.0,Ashwin Lal,AngelList India,non-technology
613,Arzooo,Tech Startup,Bridge Round,1600000.0,Bangalore,2016.0,"Khushnud Khan, Rishi Raj Rathore","3Lines, Jabbar Internet Group",technology
614,MindTickle,SaaS platform,Debt,1600000.0,Pune,2011.0,"Deepak Diwakar, Krishna Depura, Mohit Garg, Nishant Mungali","Canaan Partners, NewView Capital",non-technology
615,Krimanshi,Biotechnology company,Seed,1600000.0,Jodhpur,2015.0,Nikhil Bohra,"Rajasthan Venture Capital Fund, AIM Smart City",technology
616,Slice,FinTech,Debt,1600000.0,Bangalore,2016.0,"Deepak Malhotra, Rajan Bajaj","Better Capital, Gunosy",non-technology
617,Rapawalk,E-commerce,Seed,1600000.0,Bangalore,2017.0,"Kashif Mohammad, Aravind Maddireddy","Sanjay RamakrishUndisclosed, Ravi Garikipati",non-technology
618,Oga Fit's,Fitness startup,Pre-series A,1600000.0,Bangalore,2017.0,Ashish Rawat,9Unicorns,technology
619,LAVAL,Cosmetics,Pre-series A,1600000.0,Bangalore,2016.0,"Shrishti, Prithika",Jazal Group,non-technology
620,Stride Ventures,Venture capitalist,Bridge Round,1600000.0,New Delhi,2019.0,Ishpreet Gandhi,Small Industries Development Bank of India,technology
622,Biocon,Healthcare,Bridge Round,1600000.0,Bangalore,1978.0,Kiran Mazumdar-Shaw,Goldman Sachs,technology
623,Clientjoy,SaaS startup,Pre-series A,1600000.0,Gujarat,2013.0,"Abhishek Doshi, Anupama Panchal, Shashwat Bhatt, Yash Shah","LetsVenture, Jyotsna Bapat",technology
624,Xpressbees,E-commerce,Bridge Round,1600000.0,Pune,2015.0,"Amitava Saha, Supam Maheshwari","Alibaba Group, InnoVen Capital",non-technology
625,GalaxyCard,FinTech,Seed,1600000.0,Gurugram,2017.0,"Amit Kumar, Gunjeet Singh",India Accelerator,non-technology
626,Wellness Forever,HealthTech,Bridge Round,1600000.0,Mumbai,2008.0,"Ashraf Biran, Gulshan Bakhtiani, Mohan Chavan","Poonawalla, Allana Group",non-technology
627,MoooFarm,AgriTech,Pre-seed,1600000.0,Gurugram,2019.0,"Param Singh, Aashna Singh, Abhijeet Mittal, Jitesh Arora","Navus Ventures, Rockstart",non-technology
628,BitClass,PaaS startup,Seed,1600000.0,Bangalore,2020.0,"Gunjan Kejriwal, Utsav Tiwary","AET Japan, Figure Eight Investments, Waterbridge Ventures",technology
629,Gonuts,Entertainment,Seed,1600000.0,Mumbai,2020.0,"Vinamra Pandiya, Mayank Gupta, Joji George","Sweta Rau, Archana Priyadarshini",technology
630,Uolo,EdTech,Seed,1600000.0,Bangalore,2013.0,"Pallav Pandey, Ankur Pandey, Siddharth Singh","Rajul Garg, Purvi Capital",non-technology
631,Kirana King,Retail,Pre-series A,1600000.0,Jaipur,2014.0,Anup Kumar,Rajasthan Venture Capital Fund,technology
633,iKure,HealthTech,Bridge Round,1600000.0,Kolkata,2010.0,Sujay Santra,"Ratan Tata, Inflection Point Ventures, Ankur Mittal",non-technology
634,FrontRow,EdTech,Seed,1600000.0,Bangalore,2016.3733440385388,"Mikhil Raj, Shubhadit Sharma, Ishaan Preet Singh","Lightspeed, Elevation, Deepika Padukone",non-technology
635,Reliance Retail,E-commerce,Bridge Round,1600000.0,Mumbai,2006.0,Mukesh Ambani,"Abu Dhabi Investment Authority, GIC",non-technology
636,TUBBR,Social Media,Bridge Round,1600000.0,Frisco,2019.0,"Saurabh Uttam, Ravi Singhal",Global Ascent Partners,non-technology
637,Ather Energy,Automobiles,Series D,1600000.0,Bangalore,2013.0,"Arun Vinayak, Swapnil Jain, Tarun Mehta",HeroMotoCorp Ltd and Sachin Bansal,non-technology
638,Routematic,SaaS startup,Bridge Round,1600000.0,Bangalore,2007.0,"Sriram KanArnav Kumar, Surajit Das","VAMM Ventures, Naresh Malhotra",technology
639,LivFin,FinTech,Bridge Round,1600000.0,New Delhi,2017.0,Rakesh Malhotra,"DEG, KFW DEG",non-technology
640,Universal Sportsbiz Pvt Ltd,Fashion startup,Bridge Round,1600000.0,Bangalore,2012.0,Anjana Reddy,"Accel, Alteria Capital",technology
641,Lattu Kids,EdTech,Bridge Round,1600000.0,Mumbai,2017.0,Vivek Bhutyani,Mumbai Angels Network,non-technology
642,Eggoz,Food & Bevarages,Pre-series A,1600000.0,Indore,2016.0,"Abhishek Negi, Aditya Singh, Pankaj Pandey, Uttam Kumar","AVANA Capital, Rebright Partners",technology
643,Steradian Semiconductors,Deeptech,Bridge Round,1600000.0,Bangalore,2016.0,"Gireesh Rajendran, Ashish Lachhwani, Apu Sivadas, Rakesh Kumar and Alok Joshi",Endiya Partners.,technology
644,CHARGE+ZONE,EV startup,Pre-series A,1600000.0,Gujarat,2018.0,"Kartikey Hariyani, Pavan Bakeri",Mumbai Angels,technology
645,Stones2milestones,EdTech,Bridge,1600000.0,Gurugram,2008.0,"Kavish Gadia, Nikhil Saraf","Menterra Venture Advisors, Emandi Sankara Rao",non-technology
646,Udacity,EdTech,Debt,1600000.0,California,2011.0,"David Stavens, Mike Sokolsky, Sebastian Thrun","Hercules Capital, Inc.Bertelsmann",non-technology
647,AjnaLens,AR/VR startup,Bridge,1600000.0,Thane,2014.0,"Abhijit Patil, Abhishek Tomar, Pankaj Raut","Mohsin Hani Al Bahrani, MoD",technology
648,Gully Network,E-commerce,Pre-series A,1600000.0,Bangalore,2019.0,"Ajay Nain, Prateek Chaturvedi","CP Ventures, Orios Venture Partners",non-technology
649,TurboHire,Recruitment startup,Seed,1600000.0,Hyderabad,2018.0,"Abhishek Kabra, Aman Gour","Kia Ora Ventures, Pentathlon Ventures",technology
650,Traya,HealthTech,Seed,1600000.0,Mumbai,2016.3733440385388,"Altaf Saiyed, Saloni AArnav Kumard","Kae Capital, Whiteboard Capital",non-technology
651,Charcoal Eats,QSR startup,Bridge Round,1600000.0,Mumbai,2015.0,"Anurag Mehrotra, Krishnakant Thakur, Mohammed Bhol, Gautam Singh",Lokmat Investments,technology
652,Mitron TV,Video platform,Bridge Round,1600000.0,Bangalore,2020.0,"Shivank Agarwal, Anish Khandelwal",9Unicorns,non-technology
653,Svami,Food & Bevarages,Bridge Round,1600000.0,Mumbai,2016.0,Sahil Jatana,"Niren Shah, Rukam Capital Trust",technology
654,Dhurnia,EdTech,Bridge Round,1600000.0,Dhingsara,2018.0,"Ajay Kumar, Murari Singh","Chandigarh Angels Network, Modulor Capital",non-technology
655,Expertrons,EdTech,Bridge Round,1600000.0,Mumbai,2019.0,Jatin Solanki,"Rohit ChaUndiscloseda, Sukanta Ganguly",non-technology
656,Leena AI,AI startup,Bridge Round,1600000.0,New York,2015.0,"Adit Jain, AArnav Kumard Prajapati, Mayank Goyal","Alan Patricof, Jim Moffatt",technology
657,Bizlog,Logistics,Bridge Round,1600000.0,Bangalore,2016.0,"HS Srinivasan, KrishArnav Kumar Rajan, E.V. Shunmugam",IAN Fund,non-technology
658,Tamasha.live,Gaming,Bridge Round,1600000.0,Mumbai,2020.0,"Saurabh Gupta, Siddharth Swarnkar","9Unicorns, Titan Capital, FirstCheque",non-technology
659,Fedo,AI startup,Bridge Round,1600000.0,Bangalore,2017.0,"Arun Mallavarapu, Prasanth Madavana",AIM Smart City,technology
660,FabHotels,Hospitality,Bridge Round,1600000.0,Gurugram,2015.0,"Adarsh Manpuria, Vaibhav Aggarwal","RB Investments Pte. Ltd, Goldman Sachs",technology
661,Freshokartz,AgriTech,Pre-series A,1600000.0,Jaipur,2016.0,"Chandrakanta, Rajendra Lora","Rajasthan Venture Capital Fund, Innovana Thinklabs",non-technology
662,FlexiLoans,FinTech,Debt,1600000.0,Mumbai,2016.0,"Abhishek Kothari, Deepak Jain, Manish Lunia, Ritesh Jain",>Vikram Sud,non-technology
663,Agrix,AgriTech,Bridge Round,1600000.0,Patna,2020.0,"Nilay Pandey, Saurav Singh, Vivek Kumar",Maple Capital Advisors,non-technology
664,BharatAgri,AgriTech,Pre-series A,1600000.0,Pune,2017.0,"Siddharth Dialani, Sai Gole","021 Capital, India Quotient",non-technology
665,FreshtoHome,E-commerce,Series C,1600000.0,Bangalore,2015.0,Shan Kadavil,"Ascent Capital, Iron Pillar",non-technology
666,Credable,FinTech,Bridge Round,1600000.0,Mumbai,2017.0,Nirav Choksi,Oaks Asset Management,non-technology
667,Railofy,Transportation,Seed,1600000.0,Mumbai,2019.0,"Rohan Dedhia, Vaibhav Saraf, Hrishabh Sanghvi","Roots Ventures, Better Capital",non-technology
668,Finova Capital,FinTech,Bridge Round,1600000.0,Jaipur,2016.0,"Mohit Sahney, Sunita Sahney","Sequoia Capital India, Faering Capital",non-technology
669,Teachmint,Edtech,Seed,1600000.0,Bangalore,2020.0,"Mihir, Payoj Jain, Divyansh Bordia, Anshuman Kumar",Lightspeed India,technology
670,Peel-Works,E-commerce,Bridge Round,1600000.0,Mumbai,2010.0,"Sachin Chhabra, Nidhi Ramachandran","CESC Ventures, Brun Raschle",non-technology
671,Janani,Fertility tech,Pre-seed,1600000.0,Bangalore,2020.0,Nilay Mehrotra,9Unicorns,technology
672,Credgenics,FinTech,Seed,1600000.0,Gurugram,2018.0,"AArnav Kumard Agrawal, Mayank Khera, Rishabh Goel","Accel, Sunder Nookala",non-technology
673,Finelistings,Luxury car startup,Bridge Round,1600000.0,New Delhi,2015.0,Aneesh Mathur,Justdial,technology
674,Wellversed,Healthcare,Pre-series A,1600000.0,New Delhi,2018.0,"AaArnav Kumar Khurma, Aditya Seth, Ripunjay Chachan","KLUB Works, Shankar NarayaUndisclosed",technology
675,Nykaa,Cosmetics,Bridge Round,1600000.0,Mumbai,2012.0,Falguni Nayar,"Alia Bhatt, Katrina Kaif",non-technology
676,Jumbotail,E-commerce,Series B2,1600000.0,Bangalore,2015.0,"Ashish Jhina, Karthik Venkateswaran",Nexus Venture Partners and 23 High Networth Individuals (HNIs),non-technology
677,Winzo,Gaming startup,Bridge Round,1600000.0,New Delhi,2018.0,"Paavan Nanda, Saumya Singh Rathore","Makers Fund, Courtside Ventures",technology
678,mCaffeine,Cosmetics,Series B,1600000.0,Mumbai,2015.0,"Tarun Sharma, Vikas Lachhwani","RPSG Ventures, Amicus Capital",non-technology
679,Pocket FM,FM,Series A,1600000.0,Bangalore,2018.0,Rohan Nayak,"Times Group, Lightspeed",non-technology
680,Snackible,Healthcare,Bridge,1600000.0,Mumbai,2015.0,Arnav Kumar,"Mumbai Angels, Murali Nair",technology
681,FreshtoHome,E-commerce,Bridge Round,1600000.0,Bangalore,2015.0,Shan Kadavil,"Ascent Capital, Iron Pillar",non-technology
682,Jumbotail,Retail,Series B2,1600000.0,Bangalore,2015.0,"Ashish Jhina, Karthik Venkateswaran","Nexus Venture Partners, Capria Ventures",technology
683,Nykaa,E-commerce,Bridge Round,1600000.0,Mumbai,2012.0,Falguni Nayar,"Katrina Kaif, Steadview Capital",non-technology
684,TagZ Foods,Food,Bridge Round,1600000.0,Bangalore,2019.0,"Sagar Bhalotia, Anish Basu Roy","Exfinity Venture Partners, Shesh Kondi",non-technology
685,Genius Teacher,Edtech,Bridge Round,1600000.0,Mumbai,2016.0,"Advitiya Sharma, Gaurav Lahoti","Sandeep Tandon, Daniel Lapus",technology
686,Krimanshi Feeds,Nutrition sector,Bridge Round,1600000.0,Jodhpur,2015.0,Nikhil Bohra,"Rajasthan Venture Capital Fund, AIM Smart City",technology
687,Origo,AgriTech,Debt,1600000.0,Gurugram,2010.0,"Sunoor Kaul,",Northern Arc Capital,non-technology
688,GetVantage,FinTech,Seed,1600000.0,Mumbai,2019.0,"Amit Srivastava, Bhavik Vasa, Sachin Tagra, Sachin Tagra","Samyakth Capital, Venture Catalysts",non-technology
689,Betterplace,Tech platform,Series B,1600000.0,Bangalore,2015.0,"Saurabh Tandan, Pravin Agarwala",Jungle Ventures,non-technology
690,Biddano,Healthcare,Pre-series A,1600000.0,Mumbai,2016.0,Talha Shaikh,Windrose Capital,technology
691,InVideo,Video,Series A,1600000.0,Mumbai,2017.0,"Harsh Vakharia, Pankit Chheda, Sanket Shah","Base Partners, Sequoia Capital India",non-technology
692,Arzooo,Retail Tech,Series A,1600000.0,Bangalore,2016.0,"Khushnud Khan, Rishi Raj Rathore","3Lines, Jabbar Internet Group",technology
693,Hubilo,Tech company,Seed,1600000.0,San Francisco,2020.0,"Mayank Agarwal, Vaibhav Jain","Nishant Rao, Jonathan Boutelle",non-technology
694,BASIC Home Loan,FinTech,Seed,1600000.0,Gurugram,2020.0,Atul Monga,Picus Capital,non-technology
695,Ketos,AI startup,Bridge Round,1600000.0,San Francisco,2015.0,Meena Sankaran,"Citi Ventures, Illuminated Funds Group",technology
696,SUGAR cosmetics,Cosmetics,Debt,1600000.0,Mumbai,2012.0,"Kasuhik Mukherjee, Vineeta Singh","A91 Partners, RB Investments Pte. Ltd",non-technology
697,Signzy,FinTech,Bridge Round,1600000.0,Bangalore,2015.0,"Ankit Ratan, Ankur Pandey, Arpit Ratan","GenNext Ventures, Contrarian Drishti Partners",non-technology
698,Ahaguru,Edtech,Series A,1600000.0,Chennai,2012.0,"Gomathi S, Dr Balaji Sampath",AUndisclosedd Mahindra,technology
699,Tekion,AI startup,Series C,1600000.0,San Ramon,2016.0,"Guru Sankararaman, Jay Vijayan","Alliance Ventures, Storm Ventures",technology
700,Brighteye Ventures,Edtech,Bridge Round,1600000.0,Paris,2017.0,David guerin,Tandem,technology
701,EzeRx,Medtech,Seed,1600000.0,Kolkata,2018.0,"Amit mandahar, Chaitali roy","Indian Oil Corporation, Krishna Chakravarty",technology
702,VitalTech,HeathTech,Seed,1600000.0,Plano,2018.0,Anjan Panneer Selvam,Tech Mahindra,non-technology
703,Genius Teacher,Edtech,Bridge Round,1600000.0,Mumbai,2016.0,"Advitiya Sharma, Gaurav Lahoti","Whiteboard Capital, VKG Ventures LLP.",technology
704,Ultraviolette Automotive,Automobiles,Series B,1600000.0,Bangalore,2014.0,"Narayan Subramaniam, Niraj Rajmohan",TVS Motor Company,non-technology
705,Tring,Social Media,Bridge Round,1600000.0,Mumbai,2019.0,"Akshay Saini, Rahul Saini, Pranav Chabhadia","Sujeet Kumar, Hemesh Singh",non-technology
706,Rare Planet,Retail startup,Pre-series A,1600000.0,Kolkata,2015.0,"Ranodeep Saha, Vijay Kumar",Venture Catalysts,technology
708,InnAccel,Medtech,Pre-series A,1600000.0,Bangalore,2012.0,Siraj DhaArnav Kumari,Mount Judi Ventures,technology
709,Tiliter,Retail,Bridge Round,1600000.0,Sydney,2017.0,"Chris Sampson, Marcel Herz, Martin Karafilis","AngelList, Investec",technology
710,Slintel,Sles and marketing,Bridge Round,1600000.0,San Francisco Bay Area,2016.0,"Deepak Anchala, Rahul Bhattacharya, Ranjana TN","Accel, Stellaris Venture Partners",technology
712,HobSpace,Edtech,Seed,1600000.0,Mumbai,2019.0,"Priya Goel Sheth, Harsh Jain",Artha Venture,technology
713,Supplynote,SaaS startup,Seed,1600000.0,Noida,2015.0,"Abhishek Verma, Harshit Mittal, Kumar Kushang, Nitin Prakash","MOX, SOSV",technology
715,ShopUp,E-commerce,Series A,1600000.0,Bangaldesh,2017.0,"Afeef Zaman, Ataur Rahim Chowdhury, Siffat Sarwar","Flourish Ventures, Lonsdale Capital",non-technology
716,Harmonizer India,Tech Startup,Bridge Round,1600000.0,Bangalore,2019.0,M R Srinivas,Kapil Dev,technology
717,Zomato,FoodTech,Bridge Round,1600000.0,Gurugram,2008.0,"Deepinder Goyal, Gaurav Gupta, Pankaj Chaddah","Kora, Tiger Global Management",non-technology
